,id,infinitive,definition,mood,subject,tense,answer,translation
9555,9645,to speak,hablar,Indicativo,you,Presente,speak,tu hablas
9556,9646,to speak,hablar,Indicativo,you,Pasado,spoke,tu hablaste
9557,9647,to speak,hablar,Indicativo,you,Futuro,will speak,usted hablará
9558,9648,to speak,hablar,Indicativo,they,Presente,speak,ellos hablan
9559,9649,to speak,hablar,Indicativo,they,Pasado,spoke,ellos hablaron
9560,9650,to speak,hablar,Indicativo,they,Futuro,will speak,ellos hablarán
9561,9651,to speak,hablar,Perfecto,I,Presente,have spoken,he hablado
9562,9652,to speak,hablar,Perfecto,I,Pasado,had spoken,yo había hablado
9563,9653,to speak,hablar,Perfecto,I,Futuro,will have spoken,habré hablado
9564,9654,to speak,hablar,Perfecto,you,Presente,have spoken,has hablado
9565,9655,to speak,hablar,Perfecto,you,Pasado,had spoken,habías hablado
9566,9656,to speak,hablar,Perfecto,you,Futuro,will have spoken,habrás hablado
9567,9657,to speak,hablar,Perfecto,he,Presente,has spoken,él ha hablado
9568,9658,to speak,hablar,Perfecto,she,Presente,has spoken,ella ha hablado
9569,9659,to speak,hablar,Perfecto,he,Pasado,had spoken,el habia hablado
9570,9660,to speak,hablar,Perfecto,she,Pasado,had spoken,ella habia hablado
9571,9661,to speak,hablar,Perfecto,he,Futuro,will have spoken,habra hablado
9572,9662,to speak,hablar,Perfecto,she,Futuro,will have spoken,ella habra hablado
9573,9663,to speak,hablar,Perfecto,we,Presente,have spoken,hemos hablado
9574,9664,to speak,hablar,Perfecto,we,Pasado,had spoken,habíamos hablado
9575,9665,to speak,hablar,Perfecto,we,Futuro,will have spoken,habremos hablado
9576,9666,to speak,hablar,Perfecto,you,Presente,have spoken,has hablado
9577,9667,to speak,hablar,Perfecto,you,Pasado,had spoken,habías hablado
9578,9668,to speak,hablar,Perfecto,you,Futuro,will have spoken,habrás hablado
9579,9669,to speak,hablar,Perfecto,they,Presente,have spoken,han hablado
9580,9670,to speak,hablar,Perfecto,they,Pasado,had spoken,habían hablado
9581,9671,to speak,hablar,Perfecto,they,Futuro,will have spoken,habrán hablado
9582,9672,to speak,hablar,Imperativo,you,Afirmativo,speak,hablar
9583,9673,to speak,hablar,Imperativo,you,Negativo,don't speak,no hables
9584,9674,to speak,hablar,Imperativo,we,Afirmativo,let's speak,hablemos
9585,9675,to speak,hablar,Imperativo,we,Negativo,let's not speak,no hablemos
9586,9676,to speak,hablar,Imperativo,you,Afirmativo,speak,hablar
9587,9677,to speak,hablar,Imperativo,you,Negativo,don't speak,no hables
9588,9678,to speak,hablar,Continuo,I,Presente,am speaking,estoy hablando
9589,9679,to speak,hablar,Continuo,I,Pasado,was speaking,yo estaba hablando
9590,9680,to speak,hablar,Continuo,I,Futuro,will be speaking,estaré hablando
9591,9681,to speak,hablar,Continuo,you,Presente,are speaking,estas hablando
9592,9682,to speak,hablar,Continuo,you,Pasado,were speaking,estabas hablando
9593,9683,to speak,hablar,Continuo,you,Futuro,will be speaking,estarás hablando
9594,9684,to speak,hablar,Continuo,he,Presente,is speaking,él está hablando
9595,9685,to speak,hablar,Continuo,she,Presente,is speaking,ella está hablando
9596,9686,to speak,hablar,Continuo,he,Pasado,was speaking,él estaba hablando
9597,9687,to speak,hablar,Continuo,she,Pasado,was speaking,ella estaba hablando
9598,9688,to speak,hablar,Continuo,he,Futuro,will be speaking,él estará hablando
9599,9689,to speak,hablar,Continuo,she,Futuro,will be speaking,ella estará hablando
9600,9690,to speak,hablar,Continuo,we,Presente,are speaking,estamos hablando
9601,9691,to speak,hablar,Continuo,we,Pasado,were speaking,estábamos hablando
9602,9692,to speak,hablar,Continuo,we,Futuro,will be speaking,estaremos hablando
9603,9693,to speak,hablar,Continuo,you,Presente,are speaking,estas hablando
9604,9694,to speak,hablar,Continuo,you,Pasado,were speaking,estabas hablando
9605,9695,to speak,hablar,Continuo,you,Futuro,will be speaking,estarás hablando
9606,9696,to speak,hablar,Continuo,they,Presente,are speaking,estan hablando
9607,9697,to speak,hablar,Continuo,they,Pasado,were speaking,estaban hablando
9608,9698,to speak,hablar,Continuo,they,Futuro,will be speaking,ellos estarán hablando
9609,9699,to speak,hablar,Continuo Perfecto,I,Presente,have been speaking,he estado hablando
9610,9700,to speak,hablar,Continuo Perfecto,I,Pasado,had been speaking,habia estado hablando
9611,9701,to speak,hablar,Continuo Perfecto,I,Futuro,will have been speaking,habré estado hablando
9612,9702,to speak,hablar,Continuo Perfecto,you,Presente,have been speaking,has estado hablando
9613,9703,to speak,hablar,Continuo Perfecto,you,Pasado,had been speaking,habías estado hablando
9614,9704,to speak,hablar,Continuo Perfecto,you,Futuro,will have been speaking,habrás estado hablando
9615,9705,to speak,hablar,Continuo Perfecto,he,Presente,has been speaking,él ha estado hablando
9616,9706,to speak,hablar,Continuo Perfecto,she,Presente,has been speaking,ella ha estado hablando
9617,9707,to speak,hablar,Continuo Perfecto,he,Pasado,had been speaking,el habia estado hablando
9618,9708,to speak,hablar,Continuo Perfecto,she,Pasado,had been speaking,ella había estado hablando
9619,9709,to speak,hablar,Continuo Perfecto,he,Futuro,will have been speaking,el habra estado hablando
9620,9710,to speak,hablar,Continuo Perfecto,she,Futuro,will have been speaking,ella habrá estado hablando
9621,9711,to speak,hablar,Continuo Perfecto,we,Presente,have been speaking,hemos estado hablando
9622,9712,to speak,hablar,Continuo Perfecto,we,Pasado,had been speaking,habíamos estado hablando
9623,9713,to speak,hablar,Continuo Perfecto,we,Futuro,will have been speaking,habremos estado hablando
9624,9714,to speak,hablar,Continuo Perfecto,you,Presente,have been speaking,has estado hablando
9625,9715,to speak,hablar,Continuo Perfecto,you,Pasado,had been speaking,habías estado hablando
9626,9716,to speak,hablar,Continuo Perfecto,you,Futuro,will have been speaking,habrás estado hablando
9627,9717,to speak,hablar,Continuo Perfecto,they,Presente,have been speaking,ellos han estado hablando
9628,9718,to speak,hablar,Continuo Perfecto,they,Pasado,had been speaking,habían estado hablando
9629,9719,to speak,hablar,Continuo Perfecto,they,Futuro,will have been speaking,habrán estado hablando
9630,9720,to talk,hablar,Indicativo,I,Presente,talk,hablo
9631,9721,to talk,hablar,Indicativo,I,Pasado,talked,hablé
9632,9722,to talk,hablar,Indicativo,I,Futuro,will talk,hablaré
9633,9723,to talk,hablar,Indicativo,you,Presente,talk,habla tú
9634,9724,to talk,hablar,Indicativo,you,Pasado,talked,tu hablaste
9635,9725,to talk,hablar,Indicativo,you,Futuro,will talk,vas a hablar
9636,9726,to talk,hablar,Indicativo,he,Presente,talks,él habla
9637,9727,to talk,hablar,Indicativo,she,Presente,talks,ella habla
9638,9728,to talk,hablar,Indicativo,he,Pasado,talked,el habló
9639,9729,to talk,hablar,Indicativo,she,Pasado,talked,ella habló
9640,9730,to talk,hablar,Indicativo,he,Futuro,will talk,él hablará
9641,9731,to talk,hablar,Indicativo,she,Futuro,will talk,ella hablará
9642,9732,to talk,hablar,Indicativo,we,Presente,talk,hablamos
9643,9733,to talk,hablar,Indicativo,we,Pasado,talked,hablamos
9644,9734,to talk,hablar,Indicativo,we,Futuro,will talk,hablaremos
9645,9735,to talk,hablar,Indicativo,you,Presente,talk,habla tú
9646,9736,to talk,hablar,Indicativo,you,Pasado,talked,tu hablaste
9647,9737,to talk,hablar,Indicativo,you,Futuro,will talk,vas a hablar
9648,9738,to talk,hablar,Indicativo,they,Presente,talk,ellos hablan
9649,9739,to talk,hablar,Indicativo,they,Pasado,talked,ellos hablaron
9650,9740,to talk,hablar,Indicativo,they,Futuro,will talk,ellos hablarán
9651,9741,to talk,hablar,Perfecto,I,Presente,have talked,he hablado
9652,9742,to talk,hablar,Perfecto,I,Pasado,had talked,había hablado
9653,9743,to talk,hablar,Perfecto,I,Futuro,will have talked,habré hablado
9654,9744,to talk,hablar,Perfecto,you,Presente,have talked,has hablado
9655,9745,to talk,hablar,Perfecto,you,Pasado,had talked,habías hablado
9656,9746,to talk,hablar,Perfecto,you,Futuro,will have talked,habrás hablado
9657,9747,to talk,hablar,Perfecto,he,Presente,has talked,el ha hablado
9658,9748,to talk,hablar,Perfecto,she,Presente,has talked,ella ha hablado
9659,9749,to talk,hablar,Perfecto,he,Pasado,had talked,el habia hablado
9660,9750,to talk,hablar,Perfecto,she,Pasado,had talked,ella habia hablado
9661,9751,to talk,hablar,Perfecto,he,Futuro,will have talked,él habrá hablado
9662,9752,to talk,hablar,Perfecto,she,Futuro,will have talked,ella habra hablado
9663,9753,to talk,hablar,Perfecto,we,Presente,have talked,hemos hablado
9664,9754,to talk,hablar,Perfecto,we,Pasado,had talked,habíamos hablado
9665,9755,to talk,hablar,Perfecto,we,Futuro,will have talked,habremos hablado
9666,9756,to talk,hablar,Perfecto,you,Presente,have talked,has hablado
9667,9757,to talk,hablar,Perfecto,you,Pasado,had talked,habías hablado
9668,9758,to talk,hablar,Perfecto,you,Futuro,will have talked,habrás hablado
9669,9759,to talk,hablar,Perfecto,they,Presente,have talked,ellos han hablado
9670,9760,to talk,hablar,Perfecto,they,Pasado,had talked,habían hablado
9671,9761,to talk,hablar,Perfecto,they,Futuro,will have talked,habrán hablado
9672,9762,to talk,hablar,Imperativo,you,Afirmativo,talk,hablar
9673,9763,to talk,hablar,Imperativo,you,Negativo,don't talk,no hables
9674,9764,to talk,hablar,Imperativo,we,Afirmativo,let's talk,hablemos
9675,9765,to talk,hablar,Imperativo,we,Negativo,let's not talk,no hablemos
9676,9766,to talk,hablar,Imperativo,you,Afirmativo,talk,hablar
9677,9767,to talk,hablar,Imperativo,you,Negativo,don't talk,no hables
9678,9768,to talk,hablar,Continuo,I,Presente,am talking,estoy hablando
9679,9769,to talk,hablar,Continuo,I,Pasado,was talking,estaba hablando
9680,9770,to talk,hablar,Continuo,I,Futuro,will be talking,estaré hablando
9681,9771,to talk,hablar,Continuo,you,Presente,are talking,tu estas hablando
9682,9772,to talk,hablar,Continuo,you,Pasado,were talking,estabas hablando
9683,9773,to talk,hablar,Continuo,you,Futuro,will be talking,estarás hablando
9684,9774,to talk,hablar,Continuo,he,Presente,is talking,el esta hablando
9685,9775,to talk,hablar,Continuo,she,Presente,is talking,ella está hablando
9686,9776,to talk,hablar,Continuo,he,Pasado,was talking,él estaba hablando
9687,9777,to talk,hablar,Continuo,she,Pasado,was talking,ella estaba hablando
9688,9778,to talk,hablar,Continuo,he,Futuro,will be talking,él estará hablando
9689,9779,to talk,hablar,Continuo,she,Futuro,will be talking,ella estará hablando
9690,9780,to talk,hablar,Continuo,we,Presente,are talking,estamos hablando
9691,9781,to talk,hablar,Continuo,we,Pasado,were talking,estábamos hablando
9692,9782,to talk,hablar,Continuo,we,Futuro,will be talking,estaremos hablando
9693,9783,to talk,hablar,Continuo,you,Presente,are talking,tu estas hablando
9694,9784,to talk,hablar,Continuo,you,Pasado,were talking,estabas hablando
9695,9785,to talk,hablar,Continuo,you,Futuro,will be talking,estarás hablando
9696,9786,to talk,hablar,Continuo,they,Presente,are talking,ellos están hablando
9697,9787,to talk,hablar,Continuo,they,Pasado,were talking,ellos están hablando
9698,9788,to talk,hablar,Continuo,they,Futuro,will be talking,ellos estarán hablando
9699,9789,to talk,hablar,Continuo Perfecto,I,Presente,have been talking,he estado hablando
9700,9790,to talk,hablar,Continuo Perfecto,I,Pasado,had been talking,había estado hablando
9701,9791,to talk,hablar,Continuo Perfecto,I,Futuro,will have been talking,habré estado hablando
9702,9792,to talk,hablar,Continuo Perfecto,you,Presente,have been talking,has estado hablando
9703,9793,to talk,hablar,Continuo Perfecto,you,Pasado,had been talking,habías estado hablando
9704,9794,to talk,hablar,Continuo Perfecto,you,Futuro,will have been talking,habrás estado hablando
9705,9795,to talk,hablar,Continuo Perfecto,he,Presente,has been talking,el ha estado hablando
9706,9796,to talk,hablar,Continuo Perfecto,she,Presente,has been talking,ella ha estado hablando
9707,9797,to talk,hablar,Continuo Perfecto,he,Pasado,had been talking,el habia estado hablando
9708,9798,to talk,hablar,Continuo Perfecto,she,Pasado,had been talking,ella había estado hablando
9709,9799,to talk,hablar,Continuo Perfecto,he,Futuro,will have been talking,el habra estado hablando
9710,9800,to talk,hablar,Continuo Perfecto,she,Futuro,will have been talking,ella habra estado hablando
9711,9801,to talk,hablar,Continuo Perfecto,we,Presente,have been talking,hemos estado hablando
9712,9802,to talk,hablar,Continuo Perfecto,we,Pasado,had been talking,habíamos estado hablando
9713,9803,to talk,hablar,Continuo Perfecto,we,Futuro,will have been talking,habremos estado hablando
9714,9804,to talk,hablar,Continuo Perfecto,you,Presente,have been talking,has estado hablando
9715,9805,to talk,hablar,Continuo Perfecto,you,Pasado,had been talking,habías estado hablando
9716,9806,to talk,hablar,Continuo Perfecto,you,Futuro,will have been talking,habrás estado hablando
9717,9807,to talk,hablar,Continuo Perfecto,they,Presente,have been talking,ellos han estado hablando
9718,9808,to talk,hablar,Continuo Perfecto,they,Pasado,had been talking,habían estado hablando
9719,9809,to talk,hablar,Continuo Perfecto,they,Futuro,will have been talking,habrán estado hablando
9720,9810,to do,hacer,Indicativo,I,Presente,do,hago
9721,9811,to do,hacer,Indicativo,I,Pasado,did,yo si
9722,9812,to do,hacer,Indicativo,I,Futuro,will do,voy a hacer
9723,9813,to do,hacer,Indicativo,you,Presente,do,tú lo haces
9724,9814,to do,hacer,Indicativo,you,Pasado,did,lo hiciste
9725,9815,to do,hacer,Indicativo,you,Futuro,will do,harás
9726,9816,to do,hacer,Indicativo,he,Presente,does,lo hace
9727,9817,to do,hacer,Indicativo,she,Presente,does,ella hace
9728,9818,to do,hacer,Indicativo,he,Pasado,did,él hizo
9729,9819,to do,hacer,Indicativo,she,Pasado,did,ella hizo
9730,9820,to do,hacer,Indicativo,he,Futuro,will do,el lo hará
9731,9821,to do,hacer,Indicativo,she,Futuro,will do,ella lo hará
9732,9822,to do,hacer,Indicativo,we,Presente,do,hacemos
9733,9823,to do,hacer,Indicativo,we,Pasado,did,lo hicimos
9734,9824,to do,hacer,Indicativo,we,Futuro,will do,nosotros lo haremos
9735,9825,to do,hacer,Indicativo,you,Presente,do,tú lo haces
9736,9826,to do,hacer,Indicativo,you,Pasado,did,lo hiciste
9737,9827,to do,hacer,Indicativo,you,Futuro,will do,harás
9738,9828,to do,hacer,Indicativo,they,Presente,do,ellas hacen
9739,9829,to do,hacer,Indicativo,they,Pasado,did,lo hicieron
9740,9830,to do,hacer,Indicativo,they,Futuro,will do,ellos harán
9741,9831,to do,hacer,Perfecto,I,Presente,have done,he hecho
9742,9832,to do,hacer,Perfecto,I,Pasado,had done,yo había hecho
9743,9833,to do,hacer,Perfecto,I,Futuro,will have done,habré hecho
9744,9834,to do,hacer,Perfecto,you,Presente,have done,has hecho
9745,9835,to do,hacer,Perfecto,you,Pasado,had done,tu habias hecho
9746,9836,to do,hacer,Perfecto,you,Futuro,will have done,habrás hecho
9747,9837,to do,hacer,Perfecto,he,Presente,has done,el ha echo
9748,9838,to do,hacer,Perfecto,she,Presente,has done,ella ha hecho
9749,9839,to do,hacer,Perfecto,he,Pasado,had done,lo que él había hecho
9750,9840,to do,hacer,Perfecto,she,Pasado,had done,ella habia hecho
9751,9841,to do,hacer,Perfecto,he,Futuro,will have done,él habrá hecho
9752,9842,to do,hacer,Perfecto,she,Futuro,will have done,ella habra hecho
9753,9843,to do,hacer,Perfecto,we,Presente,have done,hemos hecho
9754,9844,to do,hacer,Perfecto,we,Pasado,had done,habiamos hecho
9755,9845,to do,hacer,Perfecto,we,Futuro,will have done,habremos hecho
9756,9846,to do,hacer,Perfecto,you,Presente,have done,has hecho
9757,9847,to do,hacer,Perfecto,you,Pasado,had done,tu habias hecho
9758,9848,to do,hacer,Perfecto,you,Futuro,will have done,habrás hecho
9759,9849,to do,hacer,Perfecto,they,Presente,have done,ellos han hecho
9760,9850,to do,hacer,Perfecto,they,Pasado,had done,habían hecho
9761,9851,to do,hacer,Perfecto,they,Futuro,will have done,habrán hecho
9762,9852,to do,hacer,Imperativo,you,Afirmativo,do,hacer
9763,9853,to do,hacer,Imperativo,you,Negativo,don't do,no hagas
9764,9854,to do,hacer,Imperativo,we,Afirmativo,let's do,hagamos
9765,9855,to do,hacer,Imperativo,we,Negativo,let's not do,no hagamos
9766,9856,to do,hacer,Imperativo,you,Afirmativo,do,hacer
9767,9857,to do,hacer,Imperativo,you,Negativo,don't do,no hagas
9768,9858,to do,hacer,Continuo,I,Presente,am doing,estoy haciendo
9769,9859,to do,hacer,Continuo,I,Pasado,was doing,estaba haciendo
9770,9860,to do,hacer,Continuo,I,Futuro,will be doing,estare haciendo
9771,9861,to do,hacer,Continuo,you,Presente,are doing,tú lo estás haciendo
9772,9862,to do,hacer,Continuo,you,Pasado,were doing,estabas haciendo
9773,9863,to do,hacer,Continuo,you,Futuro,will be doing,estarás haciendo
